image_id,screen_id,record_id,source_group_id,source,source_object_id,title,image_type,license,license_class,source_url,image_url,thumbnail_url,local_file,sha256,bytes,pixel_width,pixel_height,mime,dataset_role,needs_manual_review,selected_for_training,quality_manual,notes
COM_58784061,S007,COM_58784061,COM_OBJECT_WOMEN_IN_PALACE_12_PANEL,Wikimedia Commons,58784061,清康熙 黑漆嵌螺鈿仕女圖屏風-Women in a Palace MET 2001 76g-l recto O.jpeg,scaled_800px,CC0,public_domain,https://commons.wikimedia.org/wiki/File:%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_2001_76g-l_recto_O.jpeg,https://upload.wikimedia.org/wikipedia/commons/c/c8/%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_2001_76g-l_recto_O.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/c/c8/%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_2001_76g-l_recto_O.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,raw\S007\full_01.jpg,f3c6fe72bc111fe645c7685307d975378884df4db3153d37aa0b2f17a6a2412c,85416,850,366,image/jpeg,core_candidate,no,,,
COM_58784069,S007,COM_58784069,COM_OBJECT_WOMEN_IN_PALACE_12_PANEL,Wikimedia Commons,58784069,清康熙 黑漆嵌螺鈿仕女圖屏風-Women in a Palace MET 2001 76a-l verso O.jpeg,scaled_800px,CC0,public_domain,https://commons.wikimedia.org/wiki/File:%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_2001_76a-l_verso_O.jpeg,https://upload.wikimedia.org/wikipedia/commons/a/a1/%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_2001_76a-l_verso_O.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/a/a1/%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_2001_76a-l_verso_O.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,raw\S007\reverse.jpg,c846bf9064b1697be3114fe1f02fb5fd227295b88725a32ca03f49b9f960a65b,96496,850,353,image/jpeg,core_candidate,no,,,
COM_58784091,S007,COM_58784091,COM_OBJECT_WOMEN_IN_PALACE_12_PANEL,Wikimedia Commons,58784091,清康熙 黑漆嵌螺鈿仕女圖屏風-Women in a Palace MET DP141222.jpg,scaled_800px,CC0,public_domain,https://commons.wikimedia.org/wiki/File:%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141222.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e6/%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141222.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141222.jpg/960px-%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141222.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S007\additional.jpg,445a44e03e2835a06ece7b8d1dd3c27052f029c7ec90e4663cf799ca6b7caf18,397188,1500,2000,image/jpeg,core_candidate,no,,,
COM_58784100,S007,COM_58784100,COM_OBJECT_WOMEN_IN_PALACE_12_PANEL,Wikimedia Commons,58784100,清康熙 黑漆嵌螺鈿仕女圖屏風-Women in a Palace MET DP141223.jpg,scaled_800px,CC0,public_domain,https://commons.wikimedia.org/wiki/File:%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141223.jpg,https://upload.wikimedia.org/wikipedia/commons/6/62/%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141223.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141223.jpg/960px-%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141223.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S007\additional_01.jpg,18f9dd3bfceb9febd3a3fcdad5de5214a5506bb9d71de2ef57a2822e729abcb8,439242,1500,2000,image/jpeg,core_candidate,no,,,
COM_58784107,S007,COM_58784107,COM_OBJECT_WOMEN_IN_PALACE_12_PANEL,Wikimedia Commons,58784107,清康熙 黑漆嵌螺鈿仕女圖屏風-Women in a Palace MET DP141221.jpg,scaled_800px,CC0,public_domain,https://commons.wikimedia.org/wiki/File:%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141221.jpg,https://upload.wikimedia.org/wikipedia/commons/7/77/%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141221.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141221.jpg/960px-%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141221.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S007\additional_02.jpg,c143cf24862851d739eed2dd9edd160727101412ad3999672af80f97301e7dd9,388903,1500,2000,image/jpeg,core_candidate,no,,,
COM_58784109,S007,COM_58784109,COM_OBJECT_WOMEN_IN_PALACE_12_PANEL,Wikimedia Commons,58784109,清康熙 黑漆嵌螺鈿仕女圖屏風-Women in a Palace MET DP141224.jpg,scaled_800px,CC0,public_domain,https://commons.wikimedia.org/wiki/File:%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141224.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a4/%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141224.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141224.jpg/960px-%E6%B8%85%E5%BA%B7%E7%86%99_%E9%BB%91%E6%BC%86%E5%B5%8C%E8%9E%BA%E9%88%BF%E4%BB%95%E5%A5%B3%E5%9C%96%E5%B1%8F%E9%A2%A8-Women_in_a_Palace_MET_DP141224.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S007\additional_03.jpg,49633ff1379c3cfc57537099bf0b603b8ad7412d13ec9f8fa50b63f4c5ce8c14,343381,1500,2000,image/jpeg,core_candidate,no,,,
COM_59227297,S001,COM_59227297,MET_61665,Wikimedia Commons,59227297,清 馮朗公 宮苑圖 屏風-Palace Scene MET DP263629.jpg,scaled_800px,CC0,public_domain,https://commons.wikimedia.org/wiki/File:%E6%B8%85_%E9%A6%AE%E6%9C%97%E5%85%AC_%E5%AE%AE%E8%8B%91%E5%9C%96_%E5%B1%8F%E9%A2%A8-Palace_Scene_MET_DP263629.jpg,https://upload.wikimedia.org/wikipedia/commons/b/ba/%E6%B8%85_%E9%A6%AE%E6%9C%97%E5%85%AC_%E5%AE%AE%E8%8B%91%E5%9C%96_%E5%B1%8F%E9%A2%A8-Palace_Scene_MET_DP263629.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/%E6%B8%85_%E9%A6%AE%E6%9C%97%E5%85%AC_%E5%AE%AE%E8%8B%91%E5%9C%96_%E5%B1%8F%E9%A2%A8-Palace_Scene_MET_DP263629.jpg/960px-%E6%B8%85_%E9%A6%AE%E6%9C%97%E5%85%AC_%E5%AE%AE%E8%8B%91%E5%9C%96_%E5%B1%8F%E9%A2%A8-Palace_Scene_MET_DP263629.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S001\full.jpg,31129b65a32becc66993d3375e087b158fc865fb09c3e2485d91dd9b7a0855e9,186242,1981,954,image/jpeg,auxiliary_candidate,yes,,,
COM_59227301,S001,COM_59227301,MET_61665,Wikimedia Commons,59227301,清 馮朗公 宮苑圖 屏風-Palace Scene MET DP263630.jpg,scaled_800px,CC0,public_domain,https://commons.wikimedia.org/wiki/File:%E6%B8%85_%E9%A6%AE%E6%9C%97%E5%85%AC_%E5%AE%AE%E8%8B%91%E5%9C%96_%E5%B1%8F%E9%A2%A8-Palace_Scene_MET_DP263630.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2c/%E6%B8%85_%E9%A6%AE%E6%9C%97%E5%85%AC_%E5%AE%AE%E8%8B%91%E5%9C%96_%E5%B1%8F%E9%A2%A8-Palace_Scene_MET_DP263630.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/%E6%B8%85_%E9%A6%AE%E6%9C%97%E5%85%AC_%E5%AE%AE%E8%8B%91%E5%9C%96_%E5%B1%8F%E9%A2%A8-Palace_Scene_MET_DP263630.jpg/960px-%E6%B8%85_%E9%A6%AE%E6%9C%97%E5%85%AC_%E5%AE%AE%E8%8B%91%E5%9C%96_%E5%B1%8F%E9%A2%A8-Palace_Scene_MET_DP263630.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S001\additional.jpg,580fc4d6063b682052a854d077acd7ae304df5c5295771b671a6cb7a0e312bc1,178863,1981,962,image/jpeg,auxiliary_candidate,yes,,,
COM_59233428,S006,COM_59233428,MET_64086,Wikimedia Commons,59233428,清晚期 盧葵生款 剔紅郭子儀賀壽圖屏風-Screen with birthday celebration for General Guo Ziyi MET DP211786.jpg,scaled_800px,CC0,public_domain,https://commons.wikimedia.org/wiki/File:%E6%B8%85%E6%99%9A%E6%9C%9F_%E7%9B%A7%E8%91%B5%E7%94%9F%E6%AC%BE_%E5%89%94%E7%B4%85%E9%83%AD%E5%AD%90%E5%84%80%E8%B3%80%E5%A3%BD%E5%9C%96%E5%B1%8F%E9%A2%A8-Screen_with_birthday_celebration_for_General_Guo_Ziyi_MET_DP211786.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9e/%E6%B8%85%E6%99%9A%E6%9C%9F_%E7%9B%A7%E8%91%B5%E7%94%9F%E6%AC%BE_%E5%89%94%E7%B4%85%E9%83%AD%E5%AD%90%E5%84%80%E8%B3%80%E5%A3%BD%E5%9C%96%E5%B1%8F%E9%A2%A8-Screen_with_birthday_celebration_for_General_Guo_Ziyi_MET_DP211786.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/%E6%B8%85%E6%99%9A%E6%9C%9F_%E7%9B%A7%E8%91%B5%E7%94%9F%E6%AC%BE_%E5%89%94%E7%B4%85%E9%83%AD%E5%AD%90%E5%84%80%E8%B3%80%E5%A3%BD%E5%9C%96%E5%B1%8F%E9%A2%A8-Screen_with_birthday_celebration_for_General_Guo_Ziyi_MET_DP211786.jpg/960px-%E6%B8%85%E6%99%9A%E6%9C%9F_%E7%9B%A7%E8%91%B5%E7%94%9F%E6%AC%BE_%E5%89%94%E7%B4%85%E9%83%AD%E5%AD%90%E5%84%80%E8%B3%80%E5%A3%BD%E5%9C%96%E5%B1%8F%E9%A2%A8-Screen_with_birthday_celebration_for_General_Guo_Ziyi_MET_DP211786.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S006\additional_01.jpg,1e8b612aadb5b53323a4423bf3d371d5c1248bbed8d4caf53b6757dc1b837979,209710,4000,3001,image/jpeg,auxiliary_candidate,yes,,,
COM_59233430,S006,COM_59233430,MET_64086,Wikimedia Commons,59233430,清晚期 盧葵生款 剔紅郭子儀賀壽圖屏風-Screen with birthday celebration for General Guo Ziyi MET DP211894.jpg,scaled_800px,CC0,public_domain,https://commons.wikimedia.org/wiki/File:%E6%B8%85%E6%99%9A%E6%9C%9F_%E7%9B%A7%E8%91%B5%E7%94%9F%E6%AC%BE_%E5%89%94%E7%B4%85%E9%83%AD%E5%AD%90%E5%84%80%E8%B3%80%E5%A3%BD%E5%9C%96%E5%B1%8F%E9%A2%A8-Screen_with_birthday_celebration_for_General_Guo_Ziyi_MET_DP211894.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/%E6%B8%85%E6%99%9A%E6%9C%9F_%E7%9B%A7%E8%91%B5%E7%94%9F%E6%AC%BE_%E5%89%94%E7%B4%85%E9%83%AD%E5%AD%90%E5%84%80%E8%B3%80%E5%A3%BD%E5%9C%96%E5%B1%8F%E9%A2%A8-Screen_with_birthday_celebration_for_General_Guo_Ziyi_MET_DP211894.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/%E6%B8%85%E6%99%9A%E6%9C%9F_%E7%9B%A7%E8%91%B5%E7%94%9F%E6%AC%BE_%E5%89%94%E7%B4%85%E9%83%AD%E5%AD%90%E5%84%80%E8%B3%80%E5%A3%BD%E5%9C%96%E5%B1%8F%E9%A2%A8-Screen_with_birthday_celebration_for_General_Guo_Ziyi_MET_DP211894.jpg/960px-%E6%B8%85%E6%99%9A%E6%9C%9F_%E7%9B%A7%E8%91%B5%E7%94%9F%E6%AC%BE_%E5%89%94%E7%B4%85%E9%83%AD%E5%AD%90%E5%84%80%E8%B3%80%E5%A3%BD%E5%9C%96%E5%B1%8F%E9%A2%A8-Screen_with_birthday_celebration_for_General_Guo_Ziyi_MET_DP211894.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S006\additional_02.jpg,9ea30057f9ae7a91e9f4587606b932b8e0dd030fc23bc1974a67e890073dc099,161148,4000,3001,image/jpeg,auxiliary_candidate,yes,,,
COM_59233431,S006,COM_59233431,MET_64086,Wikimedia Commons,59233431,清晚期 盧葵生款 剔紅郭子儀賀壽圖屏風-Screen with birthday celebration for General Guo Ziyi MET DP211903.jpg,scaled_800px,CC0,public_domain,https://commons.wikimedia.org/wiki/File:%E6%B8%85%E6%99%9A%E6%9C%9F_%E7%9B%A7%E8%91%B5%E7%94%9F%E6%AC%BE_%E5%89%94%E7%B4%85%E9%83%AD%E5%AD%90%E5%84%80%E8%B3%80%E5%A3%BD%E5%9C%96%E5%B1%8F%E9%A2%A8-Screen_with_birthday_celebration_for_General_Guo_Ziyi_MET_DP211903.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/%E6%B8%85%E6%99%9A%E6%9C%9F_%E7%9B%A7%E8%91%B5%E7%94%9F%E6%AC%BE_%E5%89%94%E7%B4%85%E9%83%AD%E5%AD%90%E5%84%80%E8%B3%80%E5%A3%BD%E5%9C%96%E5%B1%8F%E9%A2%A8-Screen_with_birthday_celebration_for_General_Guo_Ziyi_MET_DP211903.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/%E6%B8%85%E6%99%9A%E6%9C%9F_%E7%9B%A7%E8%91%B5%E7%94%9F%E6%AC%BE_%E5%89%94%E7%B4%85%E9%83%AD%E5%AD%90%E5%84%80%E8%B3%80%E5%A3%BD%E5%9C%96%E5%B1%8F%E9%A2%A8-Screen_with_birthday_celebration_for_General_Guo_Ziyi_MET_DP211903.jpg/960px-%E6%B8%85%E6%99%9A%E6%9C%9F_%E7%9B%A7%E8%91%B5%E7%94%9F%E6%AC%BE_%E5%89%94%E7%B4%85%E9%83%AD%E5%AD%90%E5%84%80%E8%B3%80%E5%A3%BD%E5%9C%96%E5%B1%8F%E9%A2%A8-Screen_with_birthday_celebration_for_General_Guo_Ziyi_MET_DP211903.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S006\additional_03.jpg,cc45eab0663c46ffea5f79121b3715867fd0491a0acaa2ce8164191955952a8e,484754,3001,4000,image/jpeg,auxiliary_candidate,yes,,,
COM_61281379,S009,COM_61281379,COM_GROUP_063e06a5c9a1,Wikimedia Commons,61281379,"Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 02.jpg",scaled_800px,CC BY 3.0,cc_by,"https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_02.jpg",https://upload.wikimedia.org/wikipedia/commons/9/91/Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_02.jpg/960px-Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S009\full.jpg,57f657769fd4ae79ac6efc1d8b3a5febff5f74c7fb8b3bb83f0d42359f2d5c52,613014,1296,3090,image/jpeg,auxiliary_candidate,yes,,,
COM_61281380,S009,COM_61281380,COM_GROUP_063e06a5c9a1,Wikimedia Commons,61281380,"Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 03.jpg",scaled_800px,CC BY 3.0,cc_by,"https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_03.jpg",https://upload.wikimedia.org/wikipedia/commons/9/94/Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_03.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_03.jpg/960px-Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_03.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S009\additional.jpg,4cdc680ce5980be4480fea1ebd5ccc51a99e02a831d105f4f79de4cee311c77b,492062,1692,2886,image/jpeg,auxiliary_candidate,yes,,,
COM_61281381,S009,COM_61281381,COM_GROUP_063e06a5c9a1,Wikimedia Commons,61281381,"Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 01.jpg",scaled_800px,CC BY 3.0,cc_by,"https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_01.jpg",https://upload.wikimedia.org/wikipedia/commons/6/6d/Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_01.jpg/960px-Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S009\additional_01.jpg,1d9aff652e3f1b035f0116b4ccc79a251d1ebee4902bf3ec9289684ab3f5ca89,215039,3236,1744,image/jpeg,auxiliary_candidate,yes,,,
COM_61281382,S009,COM_61281382,COM_GROUP_063e06a5c9a1,Wikimedia Commons,61281382,"Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 04.jpg",scaled_800px,CC BY 3.0,cc_by,"https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_04.jpg",https://upload.wikimedia.org/wikipedia/commons/2/23/Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_04.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_04.jpg/960px-Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_04.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S009\additional_02.jpg,7a831cc22db4da5831bbe2818e96433aeac2b0ee4b73ad7edc16cf47ec8d5e25,563238,1950,3456,image/jpeg,auxiliary_candidate,yes,,,
COM_61281383,S009,COM_61281383,COM_GROUP_063e06a5c9a1,Wikimedia Commons,61281383,"Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 05.jpg",scaled_800px,CC BY 3.0,cc_by,"https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_05.jpg",https://upload.wikimedia.org/wikipedia/commons/8/8b/Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_05.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_05.jpg/960px-Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_05.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S009\additional_03.jpg,1f0a61c303650c1733c3685cc5a6d33501544161651d19554d761ef7bcf8f881,669286,1734,3354,image/jpeg,auxiliary_candidate,yes,,,
COM_61281384,S009,COM_61281384,COM_GROUP_063e06a5c9a1,Wikimedia Commons,61281384,"Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 06.jpg",scaled_800px,CC BY 3.0,cc_by,"https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_06.jpg",https://upload.wikimedia.org/wikipedia/commons/0/04/Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_06.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_06.jpg/960px-Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_06.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S009\additional_04.jpg,4266d5122252f4748433d72d9c3a65e3610349ff6ee05ee1ee9e9d2a5bc0f8da,348217,1780,1964,image/jpeg,auxiliary_candidate,yes,,,
COM_61281385,S009,COM_61281385,COM_GROUP_063e06a5c9a1,Wikimedia Commons,61281385,"Cina, paravento coromandel, 1690 ca, legno, lacca e carta, 07.jpg",scaled_800px,CC BY 3.0,cc_by,"https://commons.wikimedia.org/wiki/File:Cina,_paravento_coromandel,_1690_ca,_legno,_lacca_e_carta,_07.jpg",https://upload.wikimedia.org/wikipedia/commons/c/cb/Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_07.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_07.jpg/960px-Cina%2C_paravento_coromandel%2C_1690_ca%2C_legno%2C_lacca_e_carta%2C_07.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,raw\S009\additional_05.jpg,17842098e863612e62123e6554755cd1cbeb4175c3a8ddf8277c39e242186469,289441,2596,2304,image/jpeg,auxiliary_candidate,yes,,,
